Repo,Path,Has Docker,Docker Files,Web Ports,Has PoC,PoC Categories,PoC Files,Unittest Files,Docker Valid,Docker Message,Summary
one-hub,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/one-hub,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/one-hub/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/one-hub/Dockerfile,3000,Yes,Command Injection; Header Injection; RCE; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/one-hub/docs/use/index.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/one-hub/common/image/image_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/one-hub/common/storage/storage_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/one-hub/common/notify/channel/channel_test.go,No,docker-compose not found,"<strong>中文</strong> | <a href=""./README.en.md"">English</a>"
PoCBox,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PoCBox,No,,,Yes,Command Injection; Header Injection; XSS; XXE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PoCBox/index.html; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PoCBox/index_cn.html,,No,,开发这个平台的初衷是帮助自己在漏洞挖掘测试中更加方便快捷的辅助自己进行漏洞验证。
ChatGPT_JCM,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ChatGPT_JCM,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ChatGPT_JCM/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ChatGPT_JCM/Dockerfile,80,Yes,Command Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ChatGPT_JCM/src/assets/img/emoji/ghost.png,,No,docker-compose not found,"<div align=""center"" >"
JndiLookup,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/JndiLookup,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/JndiLookup/README.md,,No,,Some tool to help analyzing Apache Log4j 2 CVE-2021-44228
amaz1ngday_fastjson-exp,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/amaz1ngday_fastjson-exp,No,,,Yes,Command Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/amaz1ngday_fastjson-exp/fastjson.war; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/amaz1ngday_fastjson-exp/README.md,,No,,支持出网 jndi利用检测，不出网 tomcat、spring回显，哥斯拉内存马，回显利用链为dhcp、ibatis、c3p0，内存马支持tomcat89
basecrack,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/basecrack,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/basecrack/Dockerfile,,No,,,,Yes,Has Dockerfile (untested),"<h4 align=""center"">Decoder For Base Encoding Schemes</h4>"
cointop-sh_cointop,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop-sh_cointop,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop-sh_cointop/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop-sh_cointop/vendor/github.com/goodsign/monday/format_pl_pl.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop-sh_cointop/vendor/golang.org/x/text/internal/number/decimal.go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop-sh_cointop/pkg/humanize/humanize_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop-sh_cointop/pkg/pathutil/pathutil_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop-sh_cointop/vendor/github.com/creack/pty/test_crosscompile.sh,Yes,Has Dockerfile (untested),"<img src=""https://user-images.githubusercontent.com/168240/39561871-51cda852-4e5d-11e8-926b-7692d43143e8.png"" alt=""logo"" width=""400"" />"
0xdekster_ReconNote,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/0xdekster_ReconNote,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/0xdekster_ReconNote/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/0xdekster_ReconNote/Dockerfile,3000,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/0xdekster_ReconNote/README.md,,No,docker-compose not found,It takes user input as a domain name and maximize the attack surface area by listing the assets of the domain like -
sarna,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sarna,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sarna/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sarna/Dockerfile,5000,No,,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sarna/test/report_generator/test_style.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sarna/test/report_generator/test_markdown.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sarna/test/resources/style_test.docx,No,docker-compose not found,"<img width=500 src=""static/logo-full.png?raw=true"">"
CVE-2021-41773,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2021-41773,No,,,Yes,LFI/RFI; Path Traversal; RCE; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2021-41773/README.MD,,No,,No README found
Naetw_CTF-pwn-tips,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Naetw_CTF-pwn-tips,No,,,Yes,Deserialization; Information Disclosure; RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Naetw_CTF-pwn-tips/README.md,,No,,===========================
metlo-labs_metlo,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/metlo-labs_metlo,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/metlo-labs_metlo/docker-compose.yaml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/metlo-labs_metlo/sample-service/sample-ecommerce-express/Dockerfile,"3000, 8080",Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/metlo-labs_metlo/SECURITY.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/metlo-labs_metlo/frontend/src/pages/attacks.tsx,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/metlo-labs_metlo/ingestors/golang/metlo/block_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/metlo-labs_metlo/testing/src/resource-def/test_resource_config.ts; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/metlo-labs_metlo/testing/src/resource-def/test_resource_config.pegjs,No,docker-compose not found,"<source media=""(prefers-color-scheme: dark)"" srcset=""https://storage.googleapis.com/metlo-security-public-images/metlo_logo_horiz_negative%404x.png"" h"
cointop,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop/vendor/github.com/goodsign/monday/format_pl_pl.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop/vendor/golang.org/x/text/internal/number/decimal.go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop/pkg/humanize/humanize_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop/pkg/pathutil/pathutil_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/cointop/vendor/github.com/creack/pty/test_crosscompile.sh,Yes,Has Dockerfile (untested),"<img src=""https://user-images.githubusercontent.com/168240/39561871-51cda852-4e5d-11e8-926b-7692d43143e8.png"" alt=""logo"" width=""400"" />"
sth2018_FastWordQuery,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sth2018_FastWordQuery,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sth2018_FastWordQuery/addons21/fastwq/service/static/_dreye.css; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sth2018_FastWordQuery/addons/fastwq/service/static/_dreye.css,,No,,[Supported Dictionaries](docs/services.md)
CVE-2023-27326,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2023-27326,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2023-27326/README.md,,No,,This repository contains an exploit for a [Parallels Desktop](https://www.parallels.com/products/desktop/) vulnerability which has been assigned CVE-2
sec_profile,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sec_profile,No,,,Yes,RCE; SQL Injection; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sec_profile/data/secwiki_1_252.txt; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sec_profile/data/xuanwu_20160101_20181228.txt,,No,,爬取secwiki和xuanwu.github.io的安全摘要
awake1t_PortBrute,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/awake1t_PortBrute,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/awake1t_PortBrute/plugins/javaDebug.go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/awake1t_PortBrute/plugins/mssql_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/awake1t_PortBrute/plugins/postgres_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/awake1t_PortBrute/plugins/ftp_test.go,No,,> 一款跨平台小巧的端口爆破工具，支持爆破FTP/SSH/SMB/MSSQL/MYSQL/POSTGRESQL/MONGOD。
CloudFlarePartner,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CloudFlarePartner,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CloudFlarePartner/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CloudFlarePartner/Dockerfile,80,No,,,,No,docker-compose not found,[https://waf.json.im](https://waf.json.im)
sshuttle,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sshuttle,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sshuttle/scripts/compose.yml,,No,,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sshuttle/tests/client/test_firewall.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sshuttle/tests/client/test_helpers.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/sshuttle/tests/client/test_methods_pf.py,No,No valid Docker configuration,=====================================================
ohmyzsh_ohmyzsh,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ohmyzsh_ohmyzsh,No,,,Yes,RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ohmyzsh_ohmyzsh/SECURITY.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ohmyzsh_ohmyzsh/lib/vcs_info.zsh,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ohmyzsh_ohmyzsh/plugins/alias-finder/tests/test_run.sh,No,,"Oh My Zsh is an open source, community-driven framework for managing your [zsh](https://www.zsh.org/)"
hscan,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hscan,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hscan/Dockerfile,,No,,,,Yes,Has Dockerfile (untested),hscan是一款旨在使用一条命令替代渗透前的多条扫描命令，通过集成crawlergo扫描和xray扫描、dirsearch、nmap、jsfinder、nikto等工具，并使用-u \ -f  \ -d 等参数进行扫描目标方式的管理，最后利用docker安装完相关依赖进行封装，形成一款docker参
Maskhe_FastjsonScan,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Maskhe_FastjsonScan,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Maskhe_FastjsonScan/FastjsonScan/src/burp/IIntruderAttack.java; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Maskhe_FastjsonScan/FastjsonScan/src/burp/IIntruderPayloadGenerator.java,,No,,![GitHub](https://img.shields.io/github/license/Maskhe/FastjsonScan)
TeaBreak,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/TeaBreak,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/TeaBreak/code/src/main/java/burp/IIntruderAttack.java; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/TeaBreak/code/src/main/java/burp/IIntruderPayloadGenerator.java,,No,,![teabreak](https://github.com/humblelad/TeaBreak/blob/master/img/Tea%20Break.png)
404notf0und_AI-for-Security-Testing-Database,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/404notf0und_AI-for-Security-Testing-Database,No,,,Yes,Command Injection; RCE; SSRF; XSS; XXE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/404notf0und_AI-for-Security-Testing-Database/urldetection-3/Unsupervised-Learning/XSS_1000_2.csv,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/404notf0und_AI-for-Security-Testing-Database/urldetection-3/Unsupervised-Learning/normal_test.csv,No,,A collection of AI security testing project!<br>
ysoserial,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ysoserial,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ysoserial/Dockerfile,,Yes,Deserialization; RCE; RCE; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ysoserial/DISCLAIMER.txt; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ysoserial/README.md,,Yes,Has Dockerfile (untested),[![GitHub release](https://img.shields.io/github/downloads/frohoff/ysoserial/latest/total)](https://github.com/frohoff/ysoserial/releases/latest/downl
PoC-in-GitHub,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PoC-in-GitHub,No,,,Yes,RCE; RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PoC-in-GitHub/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PoC-in-GitHub/2024/CVE-2024-2961.json,,No,,<code>A vulnerability in Palo Alto Networks PAN-OS software enables an unauthenticated attacker to cause a denial of service (DoS) to the firewall. Re
SecYouth_sec-jobs,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/SecYouth_sec-jobs,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/SecYouth_sec-jobs/examination/2017-阿里-春招笔试题.md,,No,,* [**interview-experience**](interview-experience/) 面经 (数量: 14+2)
yuyan-sec_RedisEXP,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/yuyan-sec_RedisEXP,No,,,Yes,Command Injection; RCE; SSRF; RCE; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/yuyan-sec_RedisEXP/main.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/yuyan-sec_RedisEXP/README.md,,No,,**本工具仅用于个人安全研究学习。由于传播、利用本工具而造成的任何直接或者间接的后果及损失，均由使用者本人负责，工具作者不为此承担任何责任。**
wordlists,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/wordlists,No,,,Yes,RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/wordlists/README.md,,No,,> See and download all the wordlists at https://wordlists.assetnote.io/
DVWA-WooYun,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/DVWA-WooYun,No,,,Yes,Header Injection; LFI/RFI; RCE; SQL Injection; SSRF; XSS; RCE; SQL Injection; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/DVWA-WooYun/CHANGELOG.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/DVWA-WooYun/index.php,,No,,"DVWA-WooYun is a plugin-set for DVWA , with plugins based on wooyun.org real bug reports"
CVE-2018-0802,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2018-0802,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2018-0802/Readme.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2018-0802/packager_exec_CVE-2018-0802.py,,No,,No README found
emmmm,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/emmmm,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/emmmm/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/emmmm/plugin/util.py,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/emmmm/pocs/spider/spider_test.py,No,,POC-T :https://github.com/Xyntax/POC-T
mandatoryprogrammer_xsshunter-express,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mandatoryprogrammer_xsshunter-express,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mandatoryprogrammer_xsshunter-express/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mandatoryprogrammer_xsshunter-express/Dockerfile,"443, 80",Yes,SQL Injection; XSS; XSS; XXE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mandatoryprogrammer_xsshunter-express/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mandatoryprogrammer_xsshunter-express/templates/xss_email_template.htm,,No,docker-compose not found,The fastest way to set up XSS Hunter to test and find blind cross-site scripting vulnerabilities.
spug,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/spug,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/spug/docs/docker/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/spug/docs/docker/Dockerfile,80,Yes,Command Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/spug/spug_web/src/pages/host/icons/tencent.png,,No,docker-compose not found,Spug是面向中小型企业设计的轻量级无Agent的自动化运维平台，整合了主机管理、主机批量执行、主机在线终端、应用发布部署、在线任务计划、配置中心、监控、报警等一系列功能。
docker-pan,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/docker-pan,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/docker-pan/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/docker-pan/Dockerfile,80,No,,,,No,docker-compose not found,"Docker:`Filerun`+`AriaNg`+`Aria2`,Personal cloud disk."
rules,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/rules,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/rules/whatweb/pcpin-chat.json; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/rules/whatweb/bmc-remedy.json,,No,,[![Build Status](https://travis-ci.org/webanalyzer/rules.svg?branch=build)](https://travis-ci.org/webanalyzer/rules)
OffensivePipeline,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/OffensivePipeline,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/OffensivePipeline/OffensivePipeline/Tools/SharpSQLPwn.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/OffensivePipeline/OffensivePipeline/Tools/SharpSpray.yml,,No,,"**OffensivePipeline** allows you to download and build C# tools, applying certain modifications in order to improve their evasion for Red Team exercis"
SharpMapExec,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/SharpMapExec,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/SharpMapExec/SharpMapExec/Projects/Rubeus/lib/Bruteforcer.cs,,No,,A sharpen version of [CrackMapExec](https://github.com/byt3bl33d3r/CrackMapExec). This tool is made to simplify penetration testing of networks and to
recursebuster,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/recursebuster,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/recursebuster/vendor/golang.org/x/sys/unix/mksysnum.go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/recursebuster/test/net_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/recursebuster/test/main_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/recursebuster/test/benchmark/http_test.go,No,,[![Go Basic Checks](https://goreportcard.com/badge/github.com/c-sto/recursebuster)](https://goreportcard.com/report/github.com/c-sto/recursebuster)
ipwndfu,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ipwndfu,No,,,Yes,Header Injection; Information Disclosure,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ipwndfu/limera1n.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ipwndfu/SHAtter.py,,No,,**Read [disclaimer](#disclaimer) before using this software.*
CVE-2024-23897,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2024-23897,No,,,Yes,Command Injection; Header Injection; RCE; SSRF; Command Injection; RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2024-23897/go.mod; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2024-23897/README.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2024-23897/pkg/update/utils_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2024-23897/pkg/update/gh_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CVE-2024-23897/pkg/scanner/check_test.go,No,,"<img src=""https://img.shields.io/github/go-mod/go-version/wjlin0/CVE-2024-23897?filename=go.mod"" alt="""">"
