Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities,Origin URL
H,local_repos/H,Yes,6379,RFI,"This repository provides rce, xss, lfi/rfi proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['RCE', 'XSS', 'LFI/RFI', 'Path Traversal', 'SSRF', 'Header Injection', 'SQL Injection']",https://github.com/SiJiDo/H
vmware-archive_octant,local_repos/vmware-archive_octant,Yes,,RCE,"This repository provides lfi/rfi, ssrf, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'RCE', 'XSS', 'Header Injection', 'Path Traversal', 'Deserialization']",https://github.com/vmware-archive/octant
Watchdog,local_repos/Watchdog,No,,RCE,"This repository provides lfi/rfi, path traversal, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SQL Injection', 'XSS', 'Header Injection', 'SSRF', 'RCE']",https://github.com/CTF-MissFeng/Watchdog
push-to-kindle,local_repos/push-to-kindle,Yes,8001,RCE,"This repository provides ssrf, header injection, xss proof-of-concept with Docker deployment on port 8001 demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'XSS', 'RCE', 'LFI/RFI']",https://github.com/Aneureka/push-to-kindle
fiddler_tools,local_repos/fiddler_tools,Yes,80,RCE,"This repository provides rce, ssrf, xss proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'SQL Injection']",https://github.com/wdsjxh/fiddler_tools
gitlab-watchman,local_repos/gitlab-watchman,Yes,,RCE,"This repository provides lfi/rfi, ssrf, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Header Injection']",https://github.com/PaperMtn/gitlab-watchman
CTFever,local_repos/CTFever,Yes,3000,RCE,"This repository provides ssrf, xss, header injection proof-of-concept with Docker deployment on port 3000 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'Header Injection', 'LFI/RFI', 'RCE', 'SQL Injection']",https://github.com/UniiemStudio/CTFever
SurfSense,local_repos/SurfSense,Yes,6379,RCE,"This repository provides lfi/rfi, ssrf, rce proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'RCE', 'Header Injection', 'SQL Injection', 'Path Traversal']",https://github.com/MODSetter/SurfSense
lgh06_web-page-monitor,local_repos/lgh06_web-page-monitor,Yes,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SSRF']",https://github.com/lgh06/web-page-monitor
tryzealot_zealot,local_repos/tryzealot_zealot,Yes,80,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'XSS', 'Header Injection', 'SQL Injection', 'Deserialization']",https://github.com/tryzealot/zealot
kalm,local_repos/kalm,Yes,,RCE,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'Deserialization', 'Header Injection', 'XSS']",https://github.com/kalmhq/kalm
t0thkr1s_allsafe,local_repos/t0thkr1s_allsafe,No,,"RCE, SQL Injection","This repository provides deserialization, sql injection proof-of-concept demonstrating web-based attack vectors.","['Deserialization', 'SQL Injection']",https://github.com/t0thkr1s/allsafe
oxpecker,local_repos/oxpecker,No,,LFI/RFI,This repository provides lfi/rfi proof-of-concept demonstrating web-based attack vectors.,['LFI/RFI'],https://github.com/momosecurity/oxpecker
xsshunter-express,local_repos/xsshunter-express,Yes,443,XSS,"This repository provides lfi/rfi, sql injection, xss proof-of-concept with Docker deployment on port 443 demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'XSS', 'Header Injection', 'Path Traversal']",https://github.com/mandatoryprogrammer/xsshunter-express
dqzg12300_MikRom,local_repos/dqzg12300_MikRom,No,,"RCE, LFI","This repository provides lfi/rfi, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE']",https://github.com/dqzg12300/MikRom
HRDevHelper,local_repos/HRDevHelper,No,,LFI/RFI,"This repository provides path traversal, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Path Traversal', 'LFI/RFI']",https://github.com/patois/HRDevHelper
python-adb,local_repos/python-adb,No,,RCE,"This repository provides lfi/rfi, header injection, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SQL Injection', 'RCE']",https://github.com/google/python-adb
openai-translator,local_repos/openai-translator,No,,RCE,"This repository provides lfi/rfi, xss, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Path Traversal']",https://github.com/openai-translator/openai-translator
Flowise,local_repos/Flowise,Yes,3000,RCE,"This repository provides ssrf, xss, header injection proof-of-concept with Docker deployment on port 3000 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE']",https://github.com/FlowiseAI/Flowise
walle-web,local_repos/walle-web,Yes,8,RCE,"This repository provides rce, xss, header injection proof-of-concept with Docker deployment on port 8 demonstrating web-based attack vectors.","['RCE', 'XSS', 'Header Injection', 'LFI/RFI', 'SQL Injection']",https://github.com/meolu/walle-web
doodle,local_repos/doodle,No,,RCE,"This repository provides lfi/rfi, xss, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'SQL Injection', 'RCE', 'Header Injection', 'Path Traversal']",https://github.com/nacular/doodle
go-http-tunnel,local_repos/go-http-tunnel,No,,RCE,"This repository provides header injection, lfi/rfi, ssrf proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'SSRF', 'SQL Injection']",https://github.com/mmatczuk/go-http-tunnel
GraphCrawler,local_repos/GraphCrawler,Yes,,RCE,This repository provides rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.,['RCE'],https://github.com/gsmith257-cyber/GraphCrawler
timwhitez_doge-getsys,local_repos/timwhitez_doge-getsys,No,,RCE,This repository provides rce proof-of-concept demonstrating web-based attack vectors.,['RCE'],https://github.com/timwhitez/doge-getsys
Wordpresscan,local_repos/Wordpresscan,No,,RCE,"This repository provides ssrf, rce proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'RCE']",https://github.com/swisskyrepo/Wordpresscan
docker-elk,local_repos/docker-elk,Yes,9200,"RCE, RFI","This repository provides lfi/rfi, ssrf, path traversal proof-of-concept with Docker deployment on port 9200 demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Path Traversal']",https://github.com/deviantony/docker-elk
SerializationDumper,local_repos/SerializationDumper,Yes,,"RCE, Deserialization","This repository provides lfi/rfi, deserialization proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Deserialization']",https://github.com/NickstaDB/SerializationDumper
karton,local_repos/karton,Yes,,RCE,"This repository provides lfi/rfi, path traversal, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SQL Injection', 'Deserialization', 'SSRF']",https://github.com/CERT-Polska/karton
tweepy,local_repos/tweepy,No,,SQL Injection,"This repository provides header injection, path traversal, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'Path Traversal', 'LFI/RFI', 'SQL Injection', 'Deserialization', 'XSS']",https://github.com/tweepy/tweepy
Spring_All_Reachable,local_repos/Spring_All_Reachable,No,,RCE,"This repository provides rce, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'XSS', 'Header Injection']",https://github.com/savior-only/Spring_All_Reachable
microsoft_PromptWizard,local_repos/microsoft_PromptWizard,No,,RCE,"This repository provides lfi/rfi, rce, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'XSS', 'Deserialization', 'SQL Injection', 'SSRF']",https://github.com/microsoft/PromptWizard
ATpiu_asset-scan,local_repos/ATpiu_asset-scan,Yes,,RCE,"This repository provides rce, header injection, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'LFI/RFI', 'SSRF']",https://github.com/ATpiu/asset-scan
Ne0nd0g_merlin,local_repos/Ne0nd0g_merlin,Yes,,RCE,"This repository provides lfi/rfi, header injection, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'RCE']",https://github.com/Ne0nd0g/merlin
tauri,local_repos/tauri,Yes,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'Header Injection']",https://github.com/tauri-apps/tauri
K-Scheduler,local_repos/K-Scheduler,Yes,,RCE,"This repository provides xss, rce, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'Deserialization', 'Header Injection', 'SQL Injection', 'SSRF']",https://github.com/Dongdongshe/K-Scheduler
TaskScheduler,local_repos/TaskScheduler,No,,RCE,"This repository provides lfi/rfi, rce, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'XSS', 'Header Injection', 'SQL Injection', 'Path Traversal']",https://github.com/dahall/TaskScheduler
proxy-web,local_repos/proxy-web,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'SQL Injection']",https://github.com/yincongcyincong/proxy-web
pywebview,local_repos/pywebview,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SQL Injection', 'RCE', 'SSRF', 'Deserialization']",https://github.com/r0x0r/pywebview
xssor2,local_repos/xssor2,Yes,8000,XSS,"This repository provides sql injection, rce, lfi/rfi proof-of-concept with Docker deployment on port 8000 demonstrating web-based attack vectors.","['SQL Injection', 'RCE', 'LFI/RFI', 'XSS', 'Header Injection', 'Path Traversal']",https://github.com/evilcos/xssor2
ninjasworkout,local_repos/ninjasworkout,No,,"RCE, SQL Injection","This repository provides xss, deserialization, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Deserialization', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE']",https://github.com/effortlessdevsec/ninjasworkout
blog,local_repos/blog,No,,RCE,"This repository provides xss, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection']",https://github.com/ohroy/blog
dvopsway_datasploit,local_repos/dvopsway_datasploit,No,,RCE,"This repository provides xss, rce, ssrf proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'SSRF', 'Path Traversal', 'LFI/RFI', 'Header Injection']",https://github.com/dvopsway/datasploit
JSigThief,local_repos/JSigThief,No,,RCE,This repository provides rce proof-of-concept demonstrating web-based attack vectors.,['RCE'],https://github.com/chroblert/JSigThief
wazuh-kubernetes-helmchart,local_repos/wazuh-kubernetes-helmchart,Yes,,"RCE, RFI","This repository provides lfi/rfi, path traversal, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE']",https://github.com/kajov/wazuh-kubernetes-helmchart
mcp-neo4j,local_repos/mcp-neo4j,Yes,,RCE,"This repository provides lfi/rfi, path traversal, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SSRF', 'Header Injection', 'RCE', 'SQL Injection']",https://github.com/neo4j-contrib/mcp-neo4j
ANUS,local_repos/ANUS,Yes,,RCE,"This repository provides lfi/rfi, rce, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SSRF', 'Path Traversal', 'SQL Injection']",https://github.com/nikmcfly/ANUS
dbm,local_repos/dbm,Yes,,RCE,"This repository provides lfi/rfi, path traversal, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SQL Injection', 'SSRF', 'XSS', 'RCE', 'Header Injection']",https://github.com/devlive-community/dbm
ClazzSearcher,local_repos/ClazzSearcher,No,,RCE,"This repository provides deserialization, lfi/rfi, rce proof-of-concept demonstrating web-based attack vectors.","['Deserialization', 'LFI/RFI', 'RCE']",https://github.com/luelueking/ClazzSearcher
NarratoAI,local_repos/NarratoAI,Yes,8501,RCE,"This repository provides rce, ssrf, header injection proof-of-concept with Docker deployment on port 8501 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Header Injection', 'XSS', 'Path Traversal']",https://github.com/linyqh/NarratoAI
bilibili-helper_bilibili-helper-o,local_repos/bilibili-helper_bilibili-helper-o,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'XSS', 'SQL Injection', 'Header Injection']",https://github.com/bilibili-helper/bilibili-helper-o
vue-component-inspector,local_repos/vue-component-inspector,No,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'RCE', 'SQL Injection']",https://github.com/zglz/vue-component-inspector
thiagoralves_OpenPLC_v3,local_repos/thiagoralves_OpenPLC_v3,Yes,,"RCE, RFI","This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'XSS', 'Header Injection']",https://github.com/thiagoralves/OpenPLC_v3
OWASP_IoTGoat,local_repos/OWASP_IoTGoat,Yes,,"RCE, XSS","This repository provides lfi/rfi, ssrf, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'RCE', 'Path Traversal', 'Header Injection', 'SQL Injection']",https://github.com/OWASP/IoTGoat
nikmcfly_ANUS,local_repos/nikmcfly_ANUS,Yes,,RCE,"This repository provides lfi/rfi, rce, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SSRF', 'Path Traversal', 'SQL Injection']",https://github.com/nikmcfly/ANUS
iptv,local_repos/iptv,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal']",https://github.com/iptv-org/iptv
Powershell-Attack-Guide,local_repos/Powershell-Attack-Guide,No,,RCE,"This repository provides sql injection, path traversal, ssrf proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'Path Traversal', 'SSRF', 'XSS', 'RCE', 'Header Injection']",https://github.com/rootclay/Powershell-Attack-Guide
RedSiege_C2concealer,local_repos/RedSiege_C2concealer,Yes,,"RCE, Header Injection","This repository provides rce, lfi/rfi, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection', 'Header Injection']",https://github.com/RedSiege/C2concealer
octovy,local_repos/octovy,Yes,8000,RCE,"This repository provides header injection, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 8000 demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'SSRF']",https://github.com/m-mizutani/octovy
